seed_item_id,seed_category,seed_gender,seed_size,recommended_item_id,recommended_category,recommended_gender,recommended_size,recommended_brand,recommended_provider_price,recommendation_pool_status,similarity_score,budget_alignment_score,final_score,explanation_reasons
L0090,Dress,Women,S,L0292,Dress,Women,S,Zara,1100.0,PRIMARY_APPROVE,0.710203,0.400841,0.771807,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0090,Dress,Women,S,L1117,Dress,Women,S,Zara,1126.0,PRIMARY_APPROVE,0.68907,0.410315,0.765575,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0093,Dress,Women,M,L0884,Dress,Women,S,Prada,2664.0,PRIMARY_APPROVE,0.738006,0.970763,0.783869,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0093,Dress,Women,M,L0862,Dress,Women,S,Versace,2660.0,PRIMARY_APPROVE,0.541821,0.969305,0.680154,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0093,Dress,Women,M,L0350,Dress,Women,S,Prada,2500.0,PRIMARY_APPROVE,0.59804,0.911001,0.677022,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0093,Dress,Women,M,L0641,Dress,Women,XS,Prada,2345.0,PRIMARY_APPROVE,0.593111,0.854519,0.655607,same_category|exact_gender_match|extended_size_match|same_material|same_tier
L0093,Dress,Women,M,L0463,Dress,Women,M,Prada,8635.0,PRIMARY_APPROVE,0.989904,0.0,0.830447,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0010,Saree,Women,M,L0296,Saree,Women,M,Raw Mango,2500.0,PRIMARY_APPROVE,0.695809,0.958092,0.788282,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0010,Saree,Women,M,L0399,Saree,Women,M,Raw Mango,2106.0,PRIMARY_APPROVE,0.472829,0.807097,0.626766,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0010,Saree,Women,M,L0253,Saree,Women,L,Raw Mango,2700.0,PRIMARY_APPROVE,0.75122,0.96526,0.836808,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0010,Saree,Women,M,L1427,Saree,Women,L,Raw Mango,3736.0,PRIMARY_APPROVE,0.829046,0.568227,0.835465,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0010,Saree,Women,M,L0371,Saree,Women,L,Raw Mango,3600.0,PRIMARY_APPROVE,0.808367,0.620347,0.833748,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0017,Saree,Women,L,L1427,Saree,Women,L,Raw Mango,3736.0,PRIMARY_APPROVE,0.5919,0.568227,0.719035,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0017,Saree,Women,L,L0371,Saree,Women,L,Raw Mango,3600.0,PRIMARY_APPROVE,0.558201,0.620347,0.710156,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0017,Saree,Women,L,L0321,Saree,Women,L,Raw Mango,3200.0,PRIMARY_APPROVE,0.518232,0.773642,0.699058,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0017,Saree,Women,L,L0253,Saree,Women,L,Raw Mango,2700.0,PRIMARY_APPROVE,0.469038,0.96526,0.695608,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0017,Saree,Women,L,L1339,Saree,Women,L,Raw Mango,1985.0,PRIMARY_APPROVE,0.364514,0.760725,0.590777,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0021,Saree,Women,M,L0296,Saree,Women,M,Raw Mango,2500.0,PRIMARY_APPROVE,0.681607,0.958092,0.780471,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0021,Saree,Women,M,L0399,Saree,Women,M,Raw Mango,2106.0,PRIMARY_APPROVE,0.596299,0.807097,0.694674,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0021,Saree,Women,M,L0346,Saree,Women,S,Raw Mango,2500.0,PRIMARY_APPROVE,0.652461,0.958092,0.745996,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0021,Saree,Women,M,L1427,Saree,Women,L,Raw Mango,3736.0,PRIMARY_APPROVE,0.650923,0.568227,0.737497,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0021,Saree,Women,M,L0321,Saree,Women,L,Raw Mango,3200.0,PRIMARY_APPROVE,0.597206,0.773642,0.728494,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0036,Saree,Women,M,L1490,Saree,Women,M,House of Masaba,850.0,PRIMARY_APPROVE,0.437733,0.325751,0.548773,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0036,Saree,Women,M,L0409,Saree,Women,M,House of Masaba,1498.0,REVIEW_FALLBACK,0.921194,0.574089,0.808955,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0036,Saree,Women,M,L0105,Saree,Women,M,House of Masaba,1500.0,REVIEW_FALLBACK,0.919822,0.574855,0.808277,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0052,Saree,Women,L,L0231,Saree,Women,L,Nalli,1300.0,PRIMARY_APPROVE,0.371232,0.498208,0.592054,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0052,Saree,Women,L,L0946,Saree,Women,L,Nalli,586.0,PRIMARY_APPROVE,0.357706,0.224577,0.528974,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0052,Saree,Women,L,L0146,Saree,Women,M,Nalli,875.0,PRIMARY_APPROVE,0.439377,0.335332,0.578357,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0052,Saree,Women,L,L0590,Saree,Women,S,Nalli,705.0,PRIMARY_APPROVE,0.316568,0.270182,0.498742,same_category|exact_gender_match|extended_size_match|same_material|same_tier
L0052,Saree,Women,L,L1358,Saree,Women,L,Sabyasachi,3362.0,REVIEW_FALLBACK,0.692462,0.711558,0.708788,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0105,Saree,Women,M,L1490,Saree,Women,M,House of Masaba,850.0,PRIMARY_APPROVE,0.550963,0.325751,0.611049,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0105,Saree,Women,M,L0409,Saree,Women,M,House of Masaba,1498.0,REVIEW_FALLBACK,0.99996,0.574089,0.852276,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0105,Saree,Women,M,L0878,Saree,Women,L,Raw Mango,1585.0,REVIEW_FALLBACK,0.744484,0.60743,0.711543,same_category|exact_gender_match|nearest_size_match|same_material|same_condition
L0132,Saree,Women,M,L0296,Saree,Women,M,Raw Mango,2500.0,PRIMARY_APPROVE,0.628975,0.958092,0.751523,same_category|exact_gender_match|exact_size_match|same_condition|near_category_budget
L0132,Saree,Women,M,L0399,Saree,Women,M,Raw Mango,2106.0,PRIMARY_APPROVE,0.617218,0.807097,0.70618,same_category|exact_gender_match|exact_size_match|same_condition|near_category_budget
L0132,Saree,Women,M,L0346,Saree,Women,S,Raw Mango,2500.0,PRIMARY_APPROVE,0.551303,0.958092,0.690359,same_category|exact_gender_match|nearest_size_match|same_condition|near_category_budget
L0132,Saree,Women,M,L1339,Saree,Women,L,Raw Mango,1985.0,PRIMARY_APPROVE,0.56338,0.760725,0.686154,same_category|exact_gender_match|nearest_size_match|same_condition|near_category_budget
L0132,Saree,Women,M,L0253,Saree,Women,L,Raw Mango,2700.0,PRIMARY_APPROVE,0.408451,0.96526,0.648285,same_category|exact_gender_match|nearest_size_match|near_category_budget|high_quality_item
L0145,Saree,Women,M,L0146,Saree,Women,M,Nalli,875.0,PRIMARY_APPROVE,0.34148,0.335332,0.538514,same_category|exact_gender_match|exact_size_match|same_material|high_quality_item
L0145,Saree,Women,M,L1255,Saree,Women,M,Suta,271.0,PRIMARY_APPROVE,0.318132,0.103857,0.530914,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0145,Saree,Women,M,L1087,Saree,Women,M,Suta,254.0,PRIMARY_APPROVE,0.331987,0.097342,0.521438,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0145,Saree,Women,M,L1346,Saree,Women,M,Suta,160.0,PRIMARY_APPROVE,0.38393,0.061318,0.516515,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0145,Saree,Women,M,L0409,Saree,Women,M,House of Masaba,1498.0,REVIEW_FALLBACK,0.624445,0.574089,0.645742,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0037,Shirt,Unisex,XS,L0470,Shirt,Unisex,L,Tommy Hilfiger,769.0,PRIMARY_APPROVE,0.20342,0.636188,0.444222,same_category|exact_gender_match|extended_size_match|same_condition|near_category_budget
L0037,Shirt,Unisex,XS,L0295,Shirt,Unisex,L,Tommy Hilfiger,800.0,PRIMARY_APPROVE,0.21555,0.58121,0.436507,same_category|exact_gender_match|extended_size_match|same_condition|near_category_budget
L0037,Shirt,Unisex,XS,L0142,Shirt,Unisex,XS,Louis Vuitton,8800.0,PRIMARY_APPROVE,0.999915,0.0,0.852231,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0037,Shirt,Unisex,XS,L1274,Shirt,Unisex,XS,Louis Vuitton,6750.0,PRIMARY_APPROVE,0.989852,0.0,0.839308,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0037,Shirt,Unisex,XS,L0398,Shirt,Unisex,XS,Louis Vuitton,5506.0,PRIMARY_APPROVE,0.965283,0.0,0.825683,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0045,Shirt,Unisex,L,L0369,Shirt,Unisex,M,Tommy Hilfiger,700.0,PRIMARY_APPROVE,0.584306,0.758559,0.646724,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0045,Shirt,Unisex,L,L0344,Shirt,Unisex,L,Tommy Hilfiger,1000.0,PRIMARY_APPROVE,0.561013,0.226512,0.627431,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0045,Shirt,Unisex,L,L1017,Shirt,Unisex,XS,Tommy Hilfiger,1335.0,PRIMARY_APPROVE,0.4489,0.0,0.508062,same_category|exact_gender_match|extended_size_match|same_material|same_tier
L0045,Shirt,Unisex,L,L0451,Shirt,Unisex,L,Tommy Hilfiger,607.0,REVIEW_FALLBACK,0.97321,0.923493,0.872504,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0045,Shirt,Unisex,L,L0586,Shirt,Unisex,L,Tommy Hilfiger,675.0,REVIEW_FALLBACK,0.978315,0.802896,0.863252,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0121,Shirt,Unisex,M,L0315,Shirt,Unisex,M,Mufti,500.0,PRIMARY_APPROVE,0.813998,0.886744,0.863929,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0121,Shirt,Unisex,M,L1445,Shirt,Unisex,M,Pantaloons,312.0,PRIMARY_APPROVE,0.823917,0.553328,0.849599,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0121,Shirt,Unisex,M,L0311,Shirt,Unisex,M,Pantaloons,400.0,PRIMARY_APPROVE,0.825311,0.709395,0.847972,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0121,Shirt,Unisex,M,L0915,Shirt,Unisex,M,Mufti,364.0,PRIMARY_APPROVE,0.645789,0.64555,0.714516,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0121,Shirt,Unisex,M,L1101,Shirt,Unisex,M,Tommy Hilfiger,639.0,PRIMARY_APPROVE,0.591992,0.866741,0.707159,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0130,Shirt,Unisex,L,L0994,Shirt,Unisex,XL,Reliance Trends,326.0,PRIMARY_APPROVE,0.634047,0.578157,0.708097,same_category|exact_gender_match|nearest_size_match|same_material|same_brand
L0130,Shirt,Unisex,L,L0315,Shirt,Unisex,M,Mufti,500.0,PRIMARY_APPROVE,0.390047,0.886744,0.616756,same_category|exact_gender_match|nearest_size_match|same_material|same_condition
L0130,Shirt,Unisex,L,L0311,Shirt,Unisex,M,Pantaloons,400.0,PRIMARY_APPROVE,0.386863,0.709395,0.592825,same_category|exact_gender_match|nearest_size_match|same_material|same_condition
L0130,Shirt,Unisex,L,L0383,Shirt,Unisex,L,Reliance Trends,236.0,PRIMARY_APPROVE,0.424549,0.418543,0.600023,same_category|exact_gender_match|exact_size_match|same_material|same_brand
L0130,Shirt,Unisex,L,L0675,Shirt,Unisex,L,Zudio,20.0,PRIMARY_APPROVE,0.426611,0.03547,0.56285,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0142,Shirt,Unisex,XS,L0470,Shirt,Unisex,L,Tommy Hilfiger,769.0,PRIMARY_APPROVE,0.199437,0.636188,0.442031,same_category|exact_gender_match|extended_size_match|same_condition|near_category_budget
L0142,Shirt,Unisex,XS,L0295,Shirt,Unisex,L,Tommy Hilfiger,800.0,PRIMARY_APPROVE,0.21222,0.58121,0.434675,same_category|exact_gender_match|extended_size_match|same_condition|near_category_budget
L0142,Shirt,Unisex,XS,L0037,Shirt,Unisex,XS,Louis Vuitton,8550.0,PRIMARY_APPROVE,0.999915,0.0,0.852231,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0142,Shirt,Unisex,XS,L1274,Shirt,Unisex,XS,Louis Vuitton,6750.0,PRIMARY_APPROVE,0.98852,0.0,0.838575,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0142,Shirt,Unisex,XS,L0398,Shirt,Unisex,XS,Louis Vuitton,5506.0,PRIMARY_APPROVE,0.963263,0.0,0.824572,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0159,Shirt,Unisex,L,L0295,Shirt,Unisex,L,Tommy Hilfiger,800.0,PRIMARY_APPROVE,0.968832,0.58121,0.896312,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0159,Shirt,Unisex,L,L1045,Shirt,Unisex,L,Tommy Hilfiger,390.0,PRIMARY_APPROVE,0.953502,0.69166,0.888481,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0159,Shirt,Unisex,L,L0470,Shirt,Unisex,L,Tommy Hilfiger,769.0,PRIMARY_APPROVE,0.924431,0.636188,0.886278,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0159,Shirt,Unisex,L,L0428,Shirt,Unisex,L,Mufti,499.0,PRIMARY_APPROVE,0.872464,0.88497,0.87813,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0159,Shirt,Unisex,L,L0340,Shirt,Unisex,L,Mufti,400.0,PRIMARY_APPROVE,0.859494,0.709395,0.853439,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0163,Shirt,Unisex,S,L0315,Shirt,Unisex,M,Mufti,500.0,PRIMARY_APPROVE,0.575138,0.886744,0.718556,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0163,Shirt,Unisex,S,L0311,Shirt,Unisex,M,Pantaloons,400.0,PRIMARY_APPROVE,0.598233,0.709395,0.709079,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0163,Shirt,Unisex,S,L1101,Shirt,Unisex,M,Tommy Hilfiger,639.0,PRIMARY_APPROVE,0.604686,0.866741,0.70014,same_category|exact_gender_match|nearest_size_match|same_material|same_condition
L0163,Shirt,Unisex,S,L0915,Shirt,Unisex,M,Mufti,364.0,PRIMARY_APPROVE,0.593113,0.64555,0.671545,same_category|exact_gender_match|nearest_size_match|same_material|near_category_budget
L0163,Shirt,Unisex,S,L1445,Shirt,Unisex,M,Pantaloons,312.0,PRIMARY_APPROVE,0.471881,0.553328,0.641978,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0203,Shirt,Unisex,L,L0428,Shirt,Unisex,L,Mufti,499.0,PRIMARY_APPROVE,0.647094,0.88497,0.754177,same_category|exact_gender_match|exact_size_match|near_category_budget|high_quality_item
L0203,Shirt,Unisex,L,L0470,Shirt,Unisex,L,Tommy Hilfiger,769.0,PRIMARY_APPROVE,0.664275,0.636188,0.743192,same_category|exact_gender_match|exact_size_match|near_category_budget|high_quality_item
L0203,Shirt,Unisex,L,L0340,Shirt,Unisex,L,Mufti,400.0,PRIMARY_APPROVE,0.65336,0.709395,0.740065,same_category|exact_gender_match|exact_size_match|near_category_budget|high_quality_item
L0203,Shirt,Unisex,L,L0295,Shirt,Unisex,L,Tommy Hilfiger,800.0,PRIMARY_APPROVE,0.581619,0.58121,0.683345,same_category|exact_gender_match|exact_size_match|near_category_budget|high_quality_item
L0203,Shirt,Unisex,L,L1445,Shirt,Unisex,M,Pantaloons,312.0,PRIMARY_APPROVE,0.807125,0.553328,0.826363,same_category|exact_gender_match|nearest_size_match|same_condition|near_category_budget
L0059,Jeans,Unisex,M,L0390,Jeans,Unisex,M,Levi's,220.0,PRIMARY_APPROVE,0.350948,0.679693,0.560213,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0059,Jeans,Unisex,M,L1099,Jeans,Unisex,XS,Roadster,213.0,PRIMARY_APPROVE,0.430421,0.658066,0.586594,same_category|exact_gender_match|extended_size_match|same_material|same_tier
L0059,Jeans,Unisex,M,L0647,Jeans,Unisex,M,Diesel,1686.0,PRIMARY_APPROVE,0.504495,0.0,0.588584,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0059,Jeans,Unisex,M,L0947,Jeans,Unisex,S,American Eagle,1039.0,PRIMARY_APPROVE,0.601976,0.0,0.628198,same_category|exact_gender_match|nearest_size_match|same_material|same_condition
L0059,Jeans,Unisex,M,L0455,Jeans,Unisex,XL,Roadster,75.0,PRIMARY_APPROVE,0.544894,0.231713,0.606919,same_category|exact_gender_match|extended_size_match|same_material|same_condition
L0115,Jeans,Unisex,XS,L0362,Jeans,Unisex,M,Roadster,250.0,PRIMARY_APPROVE,0.643237,0.772378,0.674963,same_category|exact_gender_match|extended_size_match|same_material|same_condition
L0115,Jeans,Unisex,XS,L0287,Jeans,Unisex,M,Roadster,200.0,PRIMARY_APPROVE,0.649294,0.617902,0.658402,same_category|exact_gender_match|extended_size_match|same_material|same_condition
L0115,Jeans,Unisex,XS,L1051,Jeans,Unisex,M,Flying Machine,221.0,PRIMARY_APPROVE,0.489682,0.682782,0.600881,same_category|exact_gender_match|extended_size_match|same_material|same_condition
L0115,Jeans,Unisex,XS,L0390,Jeans,Unisex,M,Levi's,220.0,PRIMARY_APPROVE,0.44136,0.679693,0.57844,same_category|exact_gender_match|extended_size_match|same_material|same_condition
L0115,Jeans,Unisex,XS,L0583,Jeans,Unisex,M,Flying Machine,297.0,PRIMARY_APPROVE,0.414037,0.917585,0.578423,same_category|exact_gender_match|extended_size_match|same_material|near_category_budget
L0119,Jeans,Unisex,L,L1136,Jeans,Unisex,M,Pantaloons,33.0,PRIMARY_APPROVE,0.515827,0.101954,0.555345,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0119,Jeans,Unisex,L,L1393,Jeans,Unisex,L,American Eagle,372.0,REVIEW_FALLBACK,0.834136,0.850701,0.808067,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0119,Jeans,Unisex,L,L0499,Jeans,Unisex,L,American Eagle,381.0,REVIEW_FALLBACK,0.83999,0.822896,0.804062,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0125,Jeans,Unisex,M,L0391,Jeans,Unisex,M,Roadster,308.0,PRIMARY_APPROVE,0.751315,0.95157,0.822602,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0125,Jeans,Unisex,M,L0757,Jeans,Unisex,M,Roadster,232.0,PRIMARY_APPROVE,0.72964,0.716767,0.782756,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0125,Jeans,Unisex,M,L0804,Jeans,Unisex,M,Flying Machine,302.0,PRIMARY_APPROVE,0.685335,0.933033,0.775571,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0125,Jeans,Unisex,M,L0364,Jeans,Unisex,M,Flying Machine,350.0,PRIMARY_APPROVE,0.681328,0.918671,0.771931,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0125,Jeans,Unisex,M,L0359,Jeans,Unisex,M,Max Fashion,200.0,PRIMARY_APPROVE,0.748485,0.617902,0.77129,same_category|exact_gender_match|exact_size_match|same_material|same_brand
L0134,Jeans,Unisex,M,L0390,Jeans,Unisex,M,Levi's,220.0,PRIMARY_APPROVE,0.350948,0.679693,0.560213,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0134,Jeans,Unisex,M,L1099,Jeans,Unisex,XS,Roadster,213.0,PRIMARY_APPROVE,0.430421,0.658066,0.586594,same_category|exact_gender_match|extended_size_match|same_material|same_tier
L0134,Jeans,Unisex,M,L0647,Jeans,Unisex,M,Diesel,1686.0,PRIMARY_APPROVE,0.504495,0.0,0.588584,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0134,Jeans,Unisex,M,L0947,Jeans,Unisex,S,American Eagle,1039.0,PRIMARY_APPROVE,0.601976,0.0,0.628198,same_category|exact_gender_match|nearest_size_match|same_material|same_condition
L0134,Jeans,Unisex,M,L0455,Jeans,Unisex,XL,Roadster,75.0,PRIMARY_APPROVE,0.544894,0.231713,0.606919,same_category|exact_gender_match|extended_size_match|same_material|same_condition
L0152,Jeans,Unisex,L,L0947,Jeans,Unisex,S,American Eagle,1039.0,PRIMARY_APPROVE,0.468931,0.0,0.537523,same_category|exact_gender_match|extended_size_match|same_material|same_brand
L0152,Jeans,Unisex,L,L0115,Jeans,Unisex,XS,American Eagle,550.0,PRIMARY_APPROVE,0.471676,0.300768,0.511943,same_category|exact_gender_match|extended_size_match|same_material|same_brand
L0152,Jeans,Unisex,L,L1393,Jeans,Unisex,L,American Eagle,372.0,REVIEW_FALLBACK,0.998609,0.850701,0.898527,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0152,Jeans,Unisex,L,L0499,Jeans,Unisex,L,American Eagle,381.0,REVIEW_FALLBACK,0.991919,0.822896,0.887623,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0204,Jeans,Unisex,S,L0312,Jeans,Unisex,S,Roadster,300.0,PRIMARY_APPROVE,0.541452,0.926854,0.695817,same_category|exact_gender_match|exact_size_match|same_material|near_category_budget
L0204,Jeans,Unisex,S,L0362,Jeans,Unisex,M,Roadster,250.0,PRIMARY_APPROVE,0.736739,0.772378,0.743889,same_category|exact_gender_match|nearest_size_match|same_material|same_condition
L0204,Jeans,Unisex,S,L0287,Jeans,Unisex,M,Roadster,200.0,PRIMARY_APPROVE,0.750289,0.617902,0.731449,same_category|exact_gender_match|nearest_size_match|same_material|same_condition
L0204,Jeans,Unisex,S,L1051,Jeans,Unisex,M,Flying Machine,221.0,PRIMARY_APPROVE,0.650474,0.682782,0.706817,same_category|exact_gender_match|nearest_size_match|same_material|same_condition
L0204,Jeans,Unisex,S,L0583,Jeans,Unisex,M,Flying Machine,297.0,PRIMARY_APPROVE,0.573064,0.917585,0.683388,same_category|exact_gender_match|nearest_size_match|same_material|near_category_budget
L0210,Jeans,Unisex,M,L0359,Jeans,Unisex,M,Max Fashion,200.0,PRIMARY_APPROVE,0.881067,0.617902,0.844211,same_category|exact_gender_match|exact_size_match|same_material|same_brand
L0210,Jeans,Unisex,M,L0804,Jeans,Unisex,M,Flying Machine,302.0,PRIMARY_APPROVE,0.801893,0.933033,0.839678,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0210,Jeans,Unisex,M,L0364,Jeans,Unisex,M,Flying Machine,350.0,PRIMARY_APPROVE,0.787772,0.918671,0.830475,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0210,Jeans,Unisex,M,L0583,Jeans,Unisex,M,Flying Machine,297.0,PRIMARY_APPROVE,0.813687,0.917585,0.829731,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0210,Jeans,Unisex,M,L0223,Jeans,Unisex,M,Roadster,250.0,PRIMARY_APPROVE,0.807391,0.772378,0.826636,same_category|exact_gender_match|exact_size_match|same_material|same_condition
L0097,Lehenga,Women,L,L0889,Lehenga,Women,M,Anita Dongre,2854.0,PRIMARY_APPROVE,0.635485,0.944187,0.724824,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0097,Lehenga,Women,L,L0452,Lehenga,Women,M,Anita Dongre,3072.0,PRIMARY_APPROVE,0.602761,0.983693,0.721221,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0097,Lehenga,Women,L,L0892,Lehenga,Women,M,Anita Dongre,3235.0,PRIMARY_APPROVE,0.612344,0.929767,0.721099,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0097,Lehenga,Women,L,L0372,Lehenga,Women,M,Anita Dongre,3000.0,PRIMARY_APPROVE,0.593725,0.992488,0.717131,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0097,Lehenga,Women,L,L0322,Lehenga,Women,M,Tarun Tahiliani,3000.0,PRIMARY_APPROVE,0.590038,0.992488,0.715103,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0117,Lehenga,Women,S,L1396,Lehenga,Women,S,Anita Dongre,2054.0,PRIMARY_APPROVE,0.551864,0.679523,0.661922,same_category|exact_gender_match|exact_size_match|same_material|same_tier
L0117,Lehenga,Women,S,L1202,Lehenga,Women,M,Anita Dongre,2552.0,PRIMARY_APPROVE,0.487492,0.844276,0.628993,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0117,Lehenga,Women,S,L0889,Lehenga,Women,M,Anita Dongre,2854.0,PRIMARY_APPROVE,0.429547,0.944187,0.611559,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0117,Lehenga,Women,S,L0097,Lehenga,Women,L,Sabyasachi,7150.0,PRIMARY_APPROVE,0.492583,0.0,0.511865,same_category|exact_gender_match|extended_size_match|same_material|same_tier
L0117,Lehenga,Women,S,L0123,Lehenga,Women,L,Sabyasachi,6400.0,PRIMARY_APPROVE,0.383702,0.0,0.462481,same_category|exact_gender_match|extended_size_match|same_material|same_tier
L0123,Lehenga,Women,L,L0892,Lehenga,Women,M,Anita Dongre,3235.0,PRIMARY_APPROVE,0.745767,0.929767,0.794482,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0123,Lehenga,Women,L,L0322,Lehenga,Women,M,Tarun Tahiliani,3000.0,PRIMARY_APPROVE,0.734015,0.992488,0.79429,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0123,Lehenga,Women,L,L0889,Lehenga,Women,M,Anita Dongre,2854.0,PRIMARY_APPROVE,0.761035,0.944187,0.793877,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0123,Lehenga,Women,L,L0372,Lehenga,Women,M,Anita Dongre,3000.0,PRIMARY_APPROVE,0.730673,0.992488,0.792452,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0123,Lehenga,Women,L,L0452,Lehenga,Women,M,Anita Dongre,3072.0,PRIMARY_APPROVE,0.728325,0.983693,0.790281,same_category|exact_gender_match|nearest_size_match|same_material|same_tier
L0147,Lehenga,Women,L,L0889,Lehenga,Women,M,Anita Dongre,2854.0,PRIMARY_APPROVE,0.687061,0.944187,0.753191,same_category|exact_gender_match|nearest_size_match|same_material|same_condition
L0147,Lehenga,Women,L,L0372,Lehenga,Women,M,Anita Dongre,3000.0,PRIMARY_APPROVE,0.658623,0.992488,0.752825,same_category|exact_gender_match|nearest_size_match|same_material|same_condition
L0147,Lehenga,Women,L,L0452,Lehenga,Women,M,Anita Dongre,3072.0,PRIMARY_APPROVE,0.659289,0.983693,0.752312,same_category|exact_gender_match|nearest_size_match|same_material|same_condition
L0147,Lehenga,Women,L,L0481,Lehenga,Women,XL,Anita Dongre,2812.0,PRIMARY_APPROVE,0.665805,0.930292,0.750555,same_category|exact_gender_match|nearest_size_match|same_material|same_condition
L0147,Lehenga,Women,L,L1202,Lehenga,Women,M,Anita Dongre,2552.0,PRIMARY_APPROVE,0.706758,0.844276,0.749589,same_category|exact_gender_match|nearest_size_match|same_material|same_condition
L0148,Lehenga,Women,S,L0297,Lehenga,Women,S,Anita Dongre,3500.0,PRIMARY_APPROVE,0.842774,0.842098,0.888847,same_category|exact_gender_match|exact_size_match|same_material|same_condition
